"","Year","CountryCode","Access to electricity (% of population)","Access to electricity, urban (% of urban population)","Population ages 15-64, total","Population ages 15-64, male","Population ages 15-64, female","Population, total","Population ages 15-64 (% of total population)","Urban population","Urban land area (sq. km)","CO2 emissions from transport (% of total fuel combustion)","Railways, passengers carried (million passenger-km)","Rail lines (total route-km)","Adjusted net national income per capita (constant 2010 US$)","GDP per capita (constant 2010 US$)","Public private partnerships investment in ICT (current US$)","Investment in ICT with private participation (current US$)","Mobile cellular subscriptions (per 100 people)","Individuals using the Internet (% of population)","Fixed broadband subscriptions (per 100 people)","Researchers in R&D (per million people)","Research and development expenditure (% of GDP)","CO2 emissions (metric tons per capita)","Urban population (% of total population)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Gross enrolment ratio, lower secondary, both sexes (%)","joinID","Registrations or Sales of New Vehicles","Vehicles in Use","Number of registered passenger cars (in thousand)","Number of taxis or taxicabs (in thousand)","Total number of registered motorcycles (in thousand)","Number of public buses (in thousand)","Number of traffic accident casualties (injuries) by road","Total number of registered buses (in thousand)","Total number of registered road motor vehicles (in thousand)","the total length of the road network and includes the length of the paved and unpaved portions (km)","Number of Charging Station","Number of Car Sharing","Number of Public Transport Node","Google Trends for Grab","Google Trends for Google Maps","Road accidents deaths (nbr)","Road accidents injury (nbr)","Road accidents deaths (per 1MM habitants)","Accidents involving casualities (nbr)","Road accidents deaths (per 1MM vehicles)","Infrastructure investment rail (eur)","Infrastructure investment road (eur)","Infrastructure investment inland total (percentage GDp)","Infrastructure investment sea (eur)","Infrastructure investment air (eur)","Infrastructure investment inland waterways (eur)","Infrastructure maintenance rail (eur)","Infrastructure maintenance road (eur)","Infrastructure maintenance air (eur)","Infrastructure maintenance sea (eur)","Infrastructure maintenance inland waterways (eur)","Passenger transport by rail (MM pkm)","Passenger transport by road (MM pkm)","Passenger transport by inland (MM pkm)","Country"
"442",2002,"IND",62.3,89.7537002563477,672383344,348972232,323410974,1093317189,61.4993846950302,308796507,NA,10.4440121424601,515000,63140,717.84706587762,869.201387421835,NA,NA,1.189041948,1.537875582,0.00753752,NA,0.72567,0.964275366386836,28.244,15.25,63.19759,"IND2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84674,NA,77.446875300156,407497,NA,NA,NA,NA,NA,NA,NA,8493528320.9179,NA,NA,NA,NA,515000,2815000,3330000,"India"
"443",2003,"IND",64.1798400878906,90.1771926879883,687264150,356775876,330488200,1111523144,61.8308447925579,317584393,NA,10.4302518189252,541200,63122,759.90975014745,922.167960042853,NA,NA,3.030976024,1.686489971,0.012627897,NA,0.71929,0.989271007927839,28.572,15.3599996566772,65.65332,"IND2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85998,NA,77.36950909589,406726,NA,NA,NA,NA,NA,NA,NA,7682800247.5926,NA,NA,NA,NA,541200,3070000,3611200,"India"
"444",2004,"IND",64.4,90.6184844970703,702330924,364697845,337633066,1129623456,62.1738969981162,326495067,NA,10.5040504925749,575700,63221,811.722340681834,979.283847700059,NA,NA,4.622779363,1.976136492,0.020803392,NA,0.7569,1.02186286577959,28.903,15.5100002288818,68.06539,"IND2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92618,NA,81.990153009004,429910,NA,2330943045.1366,1871343737.1589,0.74255603515889,17441222.724201,4120533.2708907,NA,7774487192.5301,2379359311.0696,64294527.761311,105055837.48844,NA,575700,3469000,4044700,"India"
"445",2005,"IND",67.4434356689453,91.0829086303711,717517456,372712241,344805213,1147609927,62.522764845341,335503762,NA,10.6189444043054,615614,63485,869.446570462678,1040.31231291865,NA,NA,7.854585245,2.388075,0.117461514,134.91257,0.82411,1.06531244043517,29.235,15.6300001144409,71.65485,"IND2005",1440455,10332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94968,465282,82.752856842445,439255,NA,2811425696.7958,3258035328.869,0.91587715476421,28480988.46582,63402584.82942,NA,8814254711.0082,3773575886.2619,76885897.114007,115748488.67852,NA,615614,4252000,4867614,"India"
"446",2006,"IND",67.9,93.1,732023639,380343562,351680062,1165486291,62.8084298076055,344622641,NA,10.3969688542825,695764,63332,927.361293360755,1106.9264701603,NA,NA,14.24727183,2.805499865,0.197342519,NA,0.80473,1.11860389870515,29.569,15.8699998855591,72.24633,"IND2006",1750892,11520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105749,496481,90.733799973972,460920,NA,3223047286.8462,4035429640.5208,0.97018800363716,56199787.92493,3850986.7195118,NA,8850710468.364,5155803009.685,84985474.042925,135153807.88204,NA,695764,4657000,5352764,"India"
"447",2007,"IND",70.6452713012695,92.0699920654297,746636062,388057553,358578474,1183209472,63.10261028742,353850625,NA,11.2066920729297,769956,63327,990.090194741201,1173.87530979278,NA,NA,19.74460191,3.95,0.264534732,NA,0.80507,1.18965180664139,29.906,16.1299991607666,76.67011,"IND2007",1993721,13086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114444,513340,96.723363620943,479216,NA,3927094512.3867,4383951159.5158,0.96034385374661,65648851.536412,17048208.216533,NA,9706454764.3285,5381615837.6547,210708786.94155,170694080.60948,NA,769956,5482000,6251956,"India"
"448",2008,"IND",72.2509918212891,92.5841674804688,761335667,395837972,365497653,1200669765,63.4092478376017,363154577,NA,12.0329698915621,838032,63273,998.629676026613,1192.51173233371,NA,NA,28.89137464,4.38,0.439754556,NA,0.85876,1.3062539032121,30.246,16.2099990844727,77.42028,"IND2008",1983071,14560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119860,523193,99.827615797421,484704,NA,4663260211.7593,4722217178.1262,1.0826142593751,55089389.373266,21460335.757565,NA,11395909942.998,5296159315.2439,116640462.26035,157611623.42095,NA,838032,6182000,7020032,"India"
"449",2009,"IND",75,96.1,776202641,403711075,372491555,1217726215,63.7419669083826,372465917,NA,11.7145935085621,903465,64015,1079.06865950241,1268.24921034763,NA,NA,43.12053018,5.12,0.636079761,NA,0.83314,1.42778047280521,30.587,16.4400005340576,75.1224,"IND2009",2266269,16177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125660,515458,103.19232554257,486384,NA,4723696611.5663,4807267646.4999,1.0067531751229,65399539.43735,132628124.65705,NA,12444232691.502,6254548450.2332,167543567.72183,131587204.29311,NA,903465,7192000,8095465,"India"
"450",2010,"IND",76.3,94,791275571,411687857,379587716,1234281170,64.1082105303446,381763166,222688.2344,11.994279477626,978508,63974,1171.99790012085,1357.56371913262,NA,NA,60.94154381,7.5,0.890396797,156.21967,0.78849,1.39327329120641,30.93,16.6800003051758,79.99864,"IND2010",3040390,17950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134513,527512,108.98084105099,499628,NA,5149561182.619,6359755946.5328,0.91297733552662,71895047.101659,207693133.31297,NA,14916471957.794,9380190057.876,220176517.69718,191709117.32895,NA,978508,8409000,9387508,"India"
"451",2011,"IND",67.6,92.9,805553576,419259847,386293739,1250288729,64.4294040032985,391040303,NA,12.3751374085934,1046522,64460,1213.68388376081,1410.426304742,NA,NA,71.49252962,10.07,1.067848976,NA,0.75502,1.46891026240708,31.276,17.9699993133545,83.08534,"IND2011",3287737,20113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142485,511412,113.96167676722,497686,NA,4944379162.9837,5616686523.8494,0.78450553212785,61020791.864042,188917906.12454,NA,15326650847.797,9299044764.1903,143922776.77024,147621006.58018,NA,1046522,9478000,10524522,"India"
"452",2012,"IND",79.9,96.1,820297112,427045205,393251961,1265782790,64.805519437056,400417728,NA,12.2389376577542,1098103,64600,1271.94387156567,1469.17761007839,NA,NA,68.31524817,12.58006091,1.183631838,NA,0.74399,1.59094283072059,31.634,19.3199996948242,83.94557,"IND2012",3595508,22622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138258,509667,109.22727113394,490383,NA,6075867422.453,6208356623.8915,0.84849043455894,62168009.905766,875593469.72665,NA,16388652151.392,7763576019.2391,166703445.76605,130742091.08988,NA,1098103,10393000,11491103,"India"
"453",2013,"IND",80.7915420532227,95.9365234375,835220408,434907886,400312571,1280846129,65.2084890633965,409909187,NA,12.0418254645175,1140412,65436,1333.91923773364,1544.61924724913,NA,NA,69.19699374,15.1,1.165457452,NA,0.70642,1.58564840148726,32.003,19.8799991607666,85.09381,"IND2013",3241302,24826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137572,494893,107.40712477884,486476,NA,5928516618.7311,8475167836.6564,0.99740761511423,39466023.417621,781478685.19779,NA,16900302525.71,7040892842.2903,128553822.20724,172262121.7577,NA,1140412,11756000,12896412,"India"
"454",2014,"IND",83.5347213745117,96.5469055175781,849864260,442627860,407236416,1295604184,65.5959799011296,419568459,NA,11.4786078913882,1147190,65808,1405.33041312454,1640.18070024053,NA,NA,72.86262075,21,1.215652255,NA,0.70159,1.72331178346982,32.384,20.5,87.76962,"IND2014",3177005,26510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139671,493474,107.80375806505,489400,NA,8786181249.2432,8717764011.0384,1.136801915007,33961625.462673,718874988.42989,NA,17805623291.846,7232097268.0713,124978781.70264,183886764.77789,NA,1147190,13403000,14550190,"India"
"455",2015,"IND",88,97.5,863969050,450078915,413890139,1310152403,65.9441640546302,429428653,NA,NA,1143039,66030,1514.93730952693,1751.6644288593,NA,NA,76.40759943,17,1.293189247,216.00083,0.6931,1.78433376502382,32.777,21.1800003051758,87.50272,"IND2015",3424836,28860,NA,NA,NA,NA,NA,NA,NA,4699024,NA,NA,NA,NA,NA,146133,500279,111.53893216192,501423,NA,9643918863.2718,13689845439.391,1.2057553039314,66324591.96289,475092045.39519,NA,20958444593.89,7488777127.2675,136443175.41518,260380230.73567,NA,1143039,15415000,16558039,"India"
"456",2016,"IND",89.6719207763672,98.3424224853516,877808961,457343231,420465641,1324509589,66.2742624652675,439498772,NA,NA,1149835,66687,1610.33887745437,1875.73216110843,NA,NA,85.14868348,22,1.408310236,NA,0.67111,1.81778338639117,33.182,21.9200000762939,87.86434,"IND2016",3669277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150785,494624,113.842135423,480652,NA,9890866187.3882,12461385188.78,1.0791227384113,79668459.704938,241562306.03102,NA,21595199146.32,NA,NA,NA,NA,1149835,17496000,18645835,"India"
"457",2017,"IND",92.6,99.0885162353516,890719320,464137262,426581977,1338658835,66.538187109893,449789369,NA,NA,1161333,67368,1724.84354814003,1986.63290974892,NA,NA,87.31773719,32,1.333856253,NA,0.66584,NA,33.6,22.6599998474121,86.57174,"IND2017",4059455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147913,470975,110.49342530952,464910,NA,10368632928.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1161333,19718000,20879333,"India"
"458",2018,"IND",95.2358551025391,99.7072372436523,903098528,470659576,432438938,1352617328,66.7667424975064,460295677,NA,NA,NA,68443,1803.14161753416,2086.45075048648,NA,NA,86.94256319,20.08130004,1.343296766,252.70392,0.64998,NA,34.03,23.4599990844727,85.63374,"IND2018",4400151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"India"
"459",2019,"IND",NA,NA,915551972,477210110,438341898,1366417754,67.0038111931616,471031528,NA,NA,NA,68155,NA,2151.72603537868,NA,NA,84.27000876,NA,1.401954779,NA,NA,NA,34.472,24.1700000762939,83.90798,"IND2019",3816891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"India"
"460",2020,"IND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IND2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"India"
"461",2001,"IRL",100,99.9254608154297,2647369,1330246,1317118,3866243,68.4739520774963,2296510,NA,25.1163873370577,1515,1919,34938.1133089802,45695.5885888996,NA,NA,77.29855853,23.13881219,NA,2329.10707,1.05306,11.3882311587761,59.399,81.6500015258789,99.81852,"IRL2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411,10222,106.30475114989,6909,232.20338983051,1.41e+08,1.228e+09,1.1225116394228,3.8e+07,1.07e+08,NA,1.87e+08,1.32e+08,2.9e+07,NA,NA,1515,NA,NA,"Ireland"
"462",2002,"IRL",100,99.8642807006836,2706349,1361194,1345161,3931947,68.8297435157336,2345367,NA,26.1169201520913,1628,1919,35616.8061409773,47591.8937578685,NA,NA,76.76564829,25.85,0.271238624,2399.18239,1.05605,11.0412508103492,59.649,81.9700012207031,100.28928,"IRL2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376,9206,95.626924777979,6625,203.24324324324,2.37e+08,1.43e+09,1.2261000841359,7.2e+07,7.5e+07,NA,1.28e+08,1.41e+08,2.9e+07,NA,NA,1628,NA,NA,"Ireland"
"463",2003,"IRL",100,99.811767578125,2760709,1389966,1370758,3996521,69.077801529418,2394915,NA,26.6142482725757,1601,1919,36786.5704999934,48236.9627619009,NA,NA,87.93801927,34.31,1.050231202,2522.31364,1.12451,10.6811767034378,59.925,82.3199996948242,100.59542,"IRL2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,8262,83.822904971599,5985,172.94785751162,2.47e+08,1.516e+09,1.2112157168363,6.2e+07,4.8e+07,NA,1.26e+08,1.44e+08,3e+07,NA,NA,1601,NA,NA,"Ireland"
"464",2004,"IRL",100,99.7770462036133,2817730,1419740,1398004,4070262,69.2272302760138,2450379,NA,27.8905143935819,1582,1919,37091.9278694161,50546.4911855512,NA,NA,95.117702,36.99,3.748031729,2713.07228,1.17866,10.7516366268314,60.202,82.0800018310547,102.38616,"IRL2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374,7867,91.885976873233,5781,183.69351669941,1.84e+08,1.562e+09,1.1182024824135,4.4e+07,8e+07,NA,1.21e+08,1.48e+08,3e+07,NA,NA,1582,NA,NA,"Ireland"
"465",2005,"IRL",100,99.7654571533203,2882296,1452598,1429697,4159914,69.2873820125118,2515791,NA,28.5940325497288,1781,1919,38267.403288939,52276.2446732075,NA,NA,103.1096369,41.61,7.787554546,2797.96572,1.19281,10.4485215319355,60.477,82.9599990844727,101.8881,"IRL2005",213706,1948.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396,9318,95.194275650891,6533,185.1332398317,1.84e+08,1.662e+09,1.0846892662102,3.1e+07,1.05e+08,NA,1.27e+08,1.56e+08,3.3e+07,NA,NA,1781,NA,NA,"Ireland"
"466",2006,"IRL",100,99.7746963500977,2955513,1487222,1468311,4273591,69.1575921560489,2595694,NA,30.3472683034727,1872,1919,38850.7195694198,53466.0663172859,NA,NA,110.8615681,54.82,13.27700436,2877.11763,1.19836,10.0959408609762,60.738,83.7699966430664,103.11898,"IRL2006",225723,2097.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,8575,85.408266724635,6018,158.97212543554,1.72e+08,2.019e+09,1.1843644518723,3.4e+07,1.47e+08,NA,1.35e+08,1.76e+08,3.5e+07,NA,NA,1872,NA,NA,"Ireland"
"467",2007,"IRL",100,99.8005142211914,3034132,1523809,1510336,4398942,68.9741414374049,2680715,NA,32.2609673790776,2007,1919,39306.4627817073,54708.0708415634,NA,NA,114.9394597,61.15832455,17.54416147,2935.43441,1.23325,10.1091828444203,60.94,83.7399978637695,103.29484,"IRL2007",236353,2228.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338,7806,76.836657541745,5158,138.41113841114,2.44e+08,2.191e+09,1.234774185245,3e+07,2.71e+08,NA,1.44e+08,1.84e+08,3.7e+07,NA,NA,2007,NA,NA,"Ireland"
"468",2008,"IRL",100,99.8386764526367,3086191,1546574,1539627,4489544,68.7417570074495,2744952,NA,30.6539509536785,1976,1919,37134.0071707551,51202.3594935362,NA,NA,114.3177837,65.34,20.18271816,3284.06258,1.38766,9.59642738772579,61.141,83.2300033569336,103.6646,"IRL2008",185620,2275.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,7921,62.144395956471,5580,111.68935148118,NA,2.069e+09,NA,3.1e+07,4.03e+08,NA,NA,1.93e+08,3.7e+07,NA,NA,1976,NA,NA,"Ireland"
"469",2009,"IRL",100,99.8849487304688,3105774,1552964,1552812,4535375,68.4788732018326,2782090,NA,30.8510638297872,1683,1919,33540.5607942374,48110.5517610659,NA,NA,104.6705407,67.38,21.72353966,3156.91625,1.6082,8.92539492324229,61.342,82.5,105.44979,"IRL2009",68031,2246.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,9742,52.476366342364,6615,96.447646758468,NA,1.769e+09,NA,1.2e+07,5.09e+08,NA,NA,1.7e+08,3.3e+07,NA,NA,1683,NA,NA,"Ireland"
"470",2010,"IRL",100,99.9330368041992,3110223,1551997,1558220,4560155,68.2043272751306,2806411,5638.355957,29.3414696160692,1678,1919,33836.3904156455,48715.1769134801,NA,NA,103.2310634,69.85,22.39552285,3112.64841,1.59153,8.78441807350847,61.542,82.7900009155273,107.38404,"IRL2010",99986,2199.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,8270,46.489647829953,5780,87.734290906217,NA,1.414e+09,NA,6e+06,2.43e+08,NA,NA,1.65e+08,3.4e+07,NA,NA,1678,NA,NA,"Ireland"
"471",2011,"IRL",100,99.9709091186523,3096398,1542139,1554254,4580084,67.6057071227951,2827835,NA,30.1249290176036,1638,1919,33063.1467208349,48669.78591271,NA,NA,106.8664733,74.88997297,23.3228384,3325.77887,1.56058,7.78062280080453,61.742,83.1800003051758,107.07352,"IRL2011",102443,2208.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,7235,40.610608888396,5230,76.696097075817,NA,1.017e+09,NA,1.6e+07,8.3e+07,NA,NA,1.59e+08,2.9e+07,NA,NA,1638,NA,NA,"Ireland"
"472",2012,"IRL",100,99.9921569824219,3082560,1532433,1550120,4599533,67.0189735770902,2849043,NA,28.9436817035584,1578,1919,32707.8588347916,48573.3774355076,NA,NA,108.7990577,76.91999254,24.13268701,4853.9581,1.56119,7.73735833616152,61.942,83.1699981689453,106.73365,"IRL2012",91728,2191.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,7942,35.438380374703,5610,67.825582561419,NA,8.86e+08,NA,1.1e+07,NA,NA,NA,1.39e+08,NA,NA,NA,1578,NA,NA,"Ireland"
"473",2013,"IRL",100,99.9990539550781,3072327,1524894,1547426,4623816,66.4457117897345,2873286,NA,30.3400174367916,1592,1894,34782.3147681624,48971.3697950535,NA,NA,105.7496368,78.2477,25.76605129,5136.47506,1.5658,7.54207563622774,62.141,82.9800033569336,105.29055,"IRL2013",87096,2228.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,6880,40.659057367335,4976,75.728371997098,NA,5.94e+08,NA,1.1e+07,NA,NA,NA,1.28e+08,NA,NA,NA,1592,NA,NA,"Ireland"
"474",2014,"IRL",100,100,3068647,1521220,1547422,4657740,65.8827485862934,2903635,NA,32.132309509746,1863,1458,37276.845578946,52774.5013821565,NA,NA,106.176478,83.49172234,27.20554227,5304.47968,1.52307,7.30055584897397,62.34,83.1900024414063,103.47628,"IRL2014",114985,2261.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,8079,41.221708382177,5796,76.332175363631,NA,6.38e+08,NA,1.1e+07,NA,NA,NA,8.5e+07,NA,NA,NA,1863,NA,NA,"Ireland"
"475",2015,"IRL",100,100,3072081,1521809,1550275,4701957,65.3362278811587,2940510,NA,NA,1917,1458,39156.3694469251,65432.7347200181,NA,NA,105.3646002,83.49479167,28.14590241,5270.65971,1.18267,7.63666362750659,62.538,83.5199966430664,103.57498,"IRL2015",150680,2315.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,7840,34.453739155845,5831,63.027809270068,NA,6.12e+08,NA,1.1e+07,NA,NA,NA,8.2e+07,NA,NA,NA,1917,NA,NA,"Ireland"
"476",2016,"IRL",100,100,3095584,1533625,1561953,4755335,65.0970797390593,2983355,NA,NA,1990,2174,41605.4821130443,67077.7438875899,NA,NA,103.8191107,NA,28.96652504,5178.20302,1.16892,7.93034097492606,62.737,83.7699966430664,103.63861,"IRL2016",177719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,7773,38.272803072759,5877,69.334442684416,NA,NA,NA,1.1e+07,NA,NA,NA,NA,NA,NA,NA,1990,NA,NA,"Ireland"
"477",2017,"IRL",100,100,3119517,1546340,1573171,4807388,64.890068519016,3026107,NA,NA,2121,1888,41859.2530065105,71755.9673896497,NA,NA,103.0630014,84.11400706,29.42806429,5401.03558,NA,NA,62.947,84.5500030517578,107.96454,"IRL2017",155539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,7782,32.242040792214,6019,57.92489122266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2121,NA,NA,"Ireland"
"478",2018,"IRL",100,100,3150506,1562961,1587542,4867316,64.7277787116415,3074684,NA,NA,2281,NA,42905.0884743653,76662.6745898471,NA,NA,103.1710486,84.52230206,29.6794357,5243.12624,1.14647,NA,63.17,84.9800033569336,123.13229,"IRL2018",151888,NA,NA,NA,NA,NA,NA,NA,NA,99830,NA,NA,NA,NA,NA,139,8011,28.55783351646,6119,51.145775763673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2281,NA,NA,"Ireland"
"479",2019,"IRL",NA,NA,3193497,1585594,1607897,4941444,64.6267942926721,3128428,NA,NA,NA,NA,NA,79703.4116080567,NA,NA,105.6900007,NA,29.95495131,NA,NA,NA,63.405,85.5999984741211,NA,"IRL2019",142494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,28.331799368768,5862,49.89594912609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2399,NA,NA,"Ireland"
"480",2020,"IRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IRL2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ireland"
"481",2001,"ITA",100,99.9254608154297,38274103,19067988,19205804,56974100,67.178073403485,38333314,NA,28.2007332285864,46752,16357,31781.4575302292,37017.3699581292,NA,NA,90.10262426,27.22211698,0.685712513,1172.77939,1.04491,7.90443266326278,67.282,71.5299987792969,108.36165,"ITA2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7096,373286,124.54782085193,263100,155.43678261631,4.856e+09,4.582e+09,0.72569074041926,2.72e+08,4.15e+08,2.6e+07,5.234e+09,5.506e+09,5.1e+08,1.47e+09,4.1e+07,46752,813276,860028,"Italy"
"482",2002,"ITA",100,99.8642807006836,38182209,19037428,19144642,57059007,66.9170590403686,38447500,NA,28.2676907226151,45956,16307,31754.216798106,37056.14917483,NA,NA,94.78421194,28.04,1.486468268,1245.87026,1.08482,7.93232304235508,67.382,71.7200012207031,109.72193,"ITA2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6980,378491,122.32950356111,265402,148.76385336743,5.525e+09,5.071e+09,0.78592335144023,4.94e+08,5.58e+08,1.6e+07,5.619e+09,5.896e+09,1.321e+09,1.078e+09,2.7e+07,45956,808678,854634,"Italy"
"483",2003,"ITA",100,99.811767578125,38191246,19061073,19130383,57313203,66.6360349873433,38686985,NA,27.3582998225238,45222,16288,31665.8595048806,36942.9393820643,NA,NA,98.61965832,29.04,3.908653007,1221.79803,1.06198,8.17175128041614,67.501,71.8300018310547,110.3479,"ITA2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6563,356475,114.51113629088,252271,135.88273049131,7.403e+09,6.874e+09,1.0261755058388,1.817e+09,3.86e+08,3.5e+07,7.324e+09,1.1596e+10,2.23e+08,1.379e+09,1.08e+08,45222,809307,854529,"Italy"
"484",2004,"ITA",100,99.7770462036133,38291460,19126835,19164965,57685327,66.3798967164318,39006818,NA,27.2599366865987,49254,16285.5,31895.2600873027,37227.1479400919,NA,NA,108.2859475,33.24,8.152939586,1242.69299,1.05312,8.21648720132938,67.62,72.0699996948242,108.27879,"ITA2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6122,343179,106.12750795363,243490,126.62364523869,8.809e+09,7.572e+09,1.1314318686184,2.447e+09,3.07e+08,5.1e+07,7.807e+09,1.1241e+10,1.9e+08,1.244e+09,1.21e+08,49254,815820,865074,"Italy"
"485",2005,"ITA",100,99.7654571533203,38360342,19168793,19191552,57969484,66.1733373012215,39267369,NA,26.937827354211,50088,16751,31794.1053955707,37347.6359290146,NA,NA,122.6810451,35,11.70567626,1415.36006,1.04709,8.16609012769546,67.738,73.3099975585938,107.31357,"ITA2005",2495436,39089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5818,334858,100.36314968751,240011,128.75954409649,1.0175e+10,9.169e+09,1.2986436514991,2.062e+09,8.06e+08,5.3e+07,8.919e+09,1.2549e+10,1.78e+08,3.074e+09,4.81e+08,50088,777968,828056,"Italy"
"486",2006,"ITA",100,99.7746963500977,38358790,19148632,19210453,58143979,65.9720758307721,39454178,NA,27.662227764664,50185,16627.1,32043.7259578478,37902.3070926424,NA,NA,137.366591,37.99,14.51493313,1510.51664,1.08696,8.07214559567724,67.856,73.5899963378906,105.60982,"ITA2006",2606375,39877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5669,332955,97.499347266894,238124,122.36396209717,8.97e+09,1.428e+10,1.501011021669,8.48e+08,2.34e+08,5.6e+07,9.492e+09,1.3452e+10,1.97e+08,2.469e+09,4.98e+08,50185,779304,829489,"Italy"
"487",2007,"ITA",100,99.8005142211914,38478501,19180726,19297915,58438310,65.8446509226949,39722857,NA,28.2548601984864,49780,16667.3,32292.1161287808,38272.2040964632,NA,NA,152.8583313,40.79,17.22977795,1583.03806,1.1327,7.91734721623538,67.974,73.870002746582,103.7169,"ITA2007",2777175,40368,NA,NA,NA,NA,NA,NA,NA,487700,NA,NA,NA,NA,NA,5131,325850,87.801991536032,230871,110.78962710254,7.702e+09,1.3664e+10,1.3248992252978,1.179e+09,1.24e+08,2.9e+07,8.282e+09,9.764e+09,1.13e+08,1.394e+09,9.8e+07,49780,779713,829493,"Italy"
